time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1992-12-27T21:11:36.770Z,-5.502,129.514,138.3,4.5,mb,,,,1.5,us,usp0005jyk,2014-11-07T00:52:05.700Z,"248 km SSE of Amahai, Indonesia",earthquake,,30,,1,reviewed,us,us
1992-12-27T12:10:27.490Z,-9.458,123.603,88.9,5,mb,,,,1.1,us,usp0005jxx,2014-11-07T00:52:05.582Z,"24 km NW of Naisano Dua, Indonesia",earthquake,,9.9,,7,reviewed,us,us
1992-12-26T16:17:50.250Z,-8.343,122.267,23.8,5.1,mb,,,,1.2,us,usp0005jwh,2014-11-07T00:52:05.364Z,"31 km NNE of Maumere, Indonesia",earthquake,,,,33,reviewed,us,us
1992-12-26T09:43:24.620Z,-8.631,121.968,149.2,4.6,mb,,,,1.5,us,usp0005jw2,2014-11-07T00:52:05.287Z,"26 km W of Maumere, Indonesia",earthquake,,23,,1,reviewed,us,us
1992-12-26T01:43:57.490Z,2.074,127.226,137.2,5,mb,,,,0.8,us,usp0005jvh,2014-11-07T00:52:05.218Z,"95 km WNW of Tobelo, Indonesia",earthquake,,7.9,,10,reviewed,us,us
1992-12-26T00:55:39.930Z,-10.418,127.392,33,4.8,mb,,,,0.5,us,usp0005jvf,2014-11-07T00:52:05.214Z,"206 km SSE of Viqueque, Timor Leste",earthquake,,,,1,reviewed,us,us
1992-12-25T17:55:41.590Z,-8.731,121.908,79.7,4.6,mb,,,,1.2,us,usp0005juv,2014-11-07T00:52:05.157Z,"29 km ENE of Ende, Indonesia",earthquake,,20.4,,3,reviewed,us,us
1992-12-25T15:31:49.310Z,-5.569,103.164,34.4,5.3,mw,,,,1.1,us,usp0005jur,2016-11-10T00:17:27.930Z,"170 km S of Pagar Alam, Indonesia",earthquake,,,,,reviewed,us,hrv
1992-12-25T07:16:18.040Z,-6.984,129.68,124.9,4.9,mb,,,,1,us,usp0005ju8,2014-11-07T00:52:05.097Z,"Banda Sea",earthquake,,6.7,,11,reviewed,us,us
1992-12-25T06:02:52.950Z,-7.208,130.49,101.6,4.1,mb,,,,1,us,usp0005ju4,2014-11-07T00:52:05.082Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,,18.4,,1,reviewed,us,us
1992-12-25T03:01:56.950Z,-8.807,122.07,106.4,4.6,mb,,,,0.9,us,usp0005jts,2014-11-07T00:52:05.056Z,"25 km SW of Maumere, Indonesia",earthquake,,13,,5,reviewed,us,us
1992-12-24T23:20:18.890Z,-7.026,122.97,33,4.7,mb,,,,1.1,us,usp0005jtc,2014-11-07T00:52:05.033Z,"195 km NNE of Maumere, Indonesia",earthquake,,,,11,reviewed,us,us
1992-12-24T04:45:48.390Z,-8.454,122.195,33,4.5,mb,,,,1.4,us,usp0005jrv,2014-11-07T00:52:04.854Z,"18 km N of Maumere, Indonesia",earthquake,,,,3,reviewed,us,us
1992-12-24T00:22:53.180Z,-2.955,130.296,60.2,5.2,mb,,,,0.9,us,usp0005jrh,2014-11-07T00:52:04.760Z,"158 km ENE of Amahai, Indonesia",earthquake,,,,28,reviewed,us,us
1992-12-24T00:03:33.330Z,2.549,126.581,96.6,5.7,mw,,,,1.2,us,usp0005jrg,2022-04-28T18:26:42.236Z,"182 km WNW of Tobelo, Indonesia",earthquake,,,,,reviewed,us,hrv
1992-12-23T05:56:19.820Z,0.687,121.526,91.1,5,mb,,,,0.7,us,usp0005jq7,2014-11-07T00:52:04.650Z,"171 km W of Gorontalo, Indonesia",earthquake,,13.2,,4,reviewed,us,us
1992-12-23T05:46:39.860Z,-6.691,130.396,23.2,4.9,mb,,,,1.1,us,usp0005jq6,2014-11-07T00:52:04.646Z,"286 km WSW of Tual, Indonesia",earthquake,,,,15,reviewed,us,us
1992-12-23T03:00:44.980Z,-6.541,130.417,101.7,5.8,mw,,,,0.9,us,usp0005jpy,2022-04-28T18:26:41.060Z,"277 km WSW of Tual, Indonesia",earthquake,,,,,reviewed,us,hrv
1992-12-22T11:19:12.350Z,-6.514,130.502,104.6,5.1,mb,,,,1,us,usp0005jnn,2014-11-07T00:52:04.437Z,"267 km WSW of Tual, Indonesia",earthquake,,7.6,,19,reviewed,us,us
1992-12-22T10:15:57.710Z,-3.275,131.002,66.8,5.2,mb,,,,0.8,us,usp0005jnh,2014-11-07T00:52:04.424Z,"231 km E of Amahai, Indonesia",earthquake,,10.2,,4,reviewed,us,us
1992-12-22T04:54:16.640Z,-6.648,130.55,67,5.7,mw,,,,0.9,us,usp0005jn5,2022-04-28T18:26:33.291Z,"268 km WSW of Tual, Indonesia",earthquake,,,,,reviewed,us,hrv
1992-12-22T03:23:30.880Z,-10.101,124.221,33,4.6,mb,,,,0.7,us,usp0005jmz,2014-11-07T00:52:04.315Z,"27 km SSW of Soe, Indonesia",earthquake,,,,2,reviewed,us,us
1992-12-22T01:13:40.120Z,-3.167,130.508,42.1,4.9,mb,,,,1.1,us,usp0005jmu,2014-11-07T00:52:04.304Z,"177 km E of Amahai, Indonesia",earthquake,,15.3,,5,reviewed,us,us
1992-12-21T21:45:46.930Z,-10.35,123.465,33,5.3,mb,,,,1.1,us,usp0005jmn,2014-11-07T00:52:04.288Z,"25 km SW of Kupang, Indonesia",earthquake,,,,21,reviewed,us,us
1992-12-21T17:37:39.440Z,-7.318,120.338,398.9,4.7,mb,,,,0.8,us,usp0005jm8,2014-11-07T00:52:04.257Z,"139 km NNE of Labuan Bajo, Indonesia",earthquake,,9,,8,reviewed,us,us
1992-12-21T16:19:33.920Z,-8.735,118.473,149.9,4.8,mb,,,,1.2,us,usp0005jm2,2014-11-07T00:52:04.246Z,"21 km S of Dompu, Indonesia",earthquake,,21.1,,3,reviewed,us,us
1992-12-21T09:54:30.890Z,-6.268,130.758,33,4.9,mb,,,,0.3,us,usp0005jkk,2014-11-07T00:52:04.221Z,"231 km WSW of Tual, Indonesia",earthquake,,,,2,reviewed,us,us
1992-12-21T03:21:17.210Z,-10.035,113.718,39,5.1,mb,,,,1.1,us,usp0005jk7,2014-11-07T00:52:04.161Z,"187 km SSW of Gambiran Satu, Indonesia",earthquake,,14.7,,9,reviewed,us,us
1992-12-20T22:33:46.350Z,-6.551,130.5,33,5.1,mb,,,,1.2,us,usp0005jjz,2014-11-07T00:52:04.143Z,"269 km WSW of Tual, Indonesia",earthquake,,,,9,reviewed,us,us
1992-12-20T22:27:21.530Z,-6.654,130.781,33,4.8,mb,,,,1.7,us,usp0005jjy,2014-11-07T00:52:04.141Z,"245 km WSW of Tual, Indonesia",earthquake,,,,4,reviewed,us,us
1992-12-20T21:57:59.990Z,-6.192,130.93,33,4.6,mb,,,,1.4,us,usp0005jjx,2014-11-07T00:52:04.139Z,"211 km WSW of Tual, Indonesia",earthquake,,,,1,reviewed,us,us
1992-12-20T21:19:16.660Z,-6.544,130.424,33,5.3,mb,,,,1.1,us,usp0005jjv,2014-11-07T00:52:04.133Z,"276 km WSW of Tual, Indonesia",earthquake,,,,10,reviewed,us,us
1992-12-20T20:52:47.280Z,-6.582,130.393,77.7,7.3,mw,,,,1.2,us,usp0005jjt,2022-04-28T18:26:30.756Z,"281 km WSW of Tual, Indonesia",earthquake,,,,,reviewed,us,hrv
1992-12-20T14:44:00.980Z,-8.547,122.215,33,4.3,mb,,,,1.3,us,usp0005jjf,2014-11-07T00:52:03.703Z,"8 km N of Maumere, Indonesia",earthquake,,,,2,reviewed,us,us
1992-12-20T03:58:04.110Z,-8.126,122.408,22.8,5.2,mb,,,,1.2,us,usp0005jhs,2014-11-07T00:52:03.579Z,"58 km NNE of Maumere, Indonesia",earthquake,,,,40,reviewed,us,us
1992-12-20T03:49:46.700Z,-2.554,133.801,33,5.1,mb,,,,1.1,us,usp0005jhr,2014-11-07T00:52:03.577Z,"189 km S of Manokwari, Indonesia",earthquake,,,,5,reviewed,us,us
1992-12-19T21:57:21.570Z,0.023,123.62,126.9,5.3,mw,,,,1.1,us,usp0005jhf,2016-11-10T00:14:44.460Z,"84 km SE of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,hrv
1992-12-19T10:44:14.030Z,-8.3,122.629,33,4.9,mb,,,,1.3,us,usp0005jgw,2014-11-07T00:52:03.438Z,"58 km NE of Maumere, Indonesia",earthquake,,,,9,reviewed,us,us
1992-12-18T18:58:12.470Z,-8.772,125.046,121,4.5,mb,,,,1,us,usp0005jg9,2014-11-07T00:52:03.359Z,"24 km SW of Maubara, Timor Leste",earthquake,,32.7,,2,reviewed,us,us
1992-12-18T14:58:09.500Z,-8.085,123.069,28.8,4.9,mb,,,,1.2,us,usp0005jg2,2014-11-07T00:52:03.344Z,"111 km ENE of Maumere, Indonesia",earthquake,,,,22,reviewed,us,us
1992-12-18T04:52:01.860Z,-2.346,141.145,33,4.9,mb,,,,1.1,us,usp0005jfd,2014-11-07T00:52:03.268Z,"41 km NNW of Vanimo, Papua New Guinea",earthquake,,,,5,reviewed,us,us
1992-12-17T21:32:19.630Z,-8.303,122.325,33,4.6,mb,,,,0.9,us,usp0005jew,2014-11-07T00:52:03.168Z,"37 km NNE of Maumere, Indonesia",earthquake,,,,2,reviewed,us,us
1992-12-17T21:16:00.910Z,-8.57,122.769,33,5,mb,,,,1,us,usp0005jev,2014-11-07T00:52:03.166Z,"61 km E of Maumere, Indonesia",earthquake,,,,3,reviewed,us,us
1992-12-17T18:56:57.310Z,-8.27,121.63,22.9,5.3,mw,,,,1.4,us,usp0005jep,2022-04-28T18:25:49.321Z,"63 km N of Ende, Indonesia",earthquake,,,,,reviewed,us,hrv
1992-12-17T17:11:14.010Z,-3.886,139.073,33,5,mb,,,,1.4,us,usp0005jeh,2014-11-07T00:52:03.112Z,"224 km SW of Abepura, Indonesia",earthquake,,,,4,reviewed,us,us
1992-12-17T14:19:33.720Z,-8.441,122.17,33,5.1,mb,,,,1.1,us,usp0005je6,2014-11-07T00:52:03.087Z,"20 km NNW of Maumere, Indonesia",earthquake,,,,26,reviewed,us,us
1992-12-17T11:18:31.460Z,-3.244,130.603,17.5,5.1,mb,,,,0.5,us,usp0005jdx,2014-11-07T00:52:03.070Z,"187 km E of Amahai, Indonesia",earthquake,,,,8,reviewed,us,us
1992-12-16T19:44:28.700Z,-8.821,122.038,33,4.2,mb,,,,0.8,us,usp0005jcp,2014-11-07T00:52:02.949Z,"29 km SW of Maumere, Indonesia",earthquake,,,,1,reviewed,us,us
1992-12-16T17:22:52.630Z,-8.5,121.945,17,5,mb,,,,1.4,us,usp0005jck,2014-11-07T00:52:02.942Z,"32 km WNW of Maumere, Indonesia",earthquake,,,,21,reviewed,us,us
1992-12-16T10:48:52.440Z,-8.315,122.552,33,4.8,mb,,,,1,us,usp0005jc1,2014-11-07T00:52:02.913Z,"50 km NE of Maumere, Indonesia",earthquake,,,,6,reviewed,us,us
1992-12-16T05:07:58.480Z,-7.866,116.463,35.8,5,mb,,,,1.3,us,usp0005jbn,2014-11-07T00:52:02.883Z,"68 km NE of Gili Air, Indonesia",earthquake,,11.6,,7,reviewed,us,us
1992-12-16T02:41:46.120Z,-8.083,122.701,33,4.3,mb,,,,1.2,us,usp0005jbg,2014-11-07T00:52:02.873Z,"80 km NE of Maumere, Indonesia",earthquake,,,,3,reviewed,us,us
1992-12-15T10:41:06.090Z,-8.203,122.594,23.4,5.2,mb,,,,1.4,us,usp0005jau,2014-11-07T00:52:02.799Z,"62 km NE of Maumere, Indonesia",earthquake,,,,25,reviewed,us,us
1992-12-15T02:10:42.580Z,-8.095,117.954,33,4.7,mb,,,,1.3,us,usp0005jad,2014-11-07T00:52:02.743Z,"62 km NE of Pototano, Indonesia",earthquake,,,,1,reviewed,us,us
1992-12-15T00:52:20.440Z,-8.409,122.455,33,4.8,mb,,,,1.3,us,usp0005jaa,2014-11-07T00:52:02.737Z,"35 km NE of Maumere, Indonesia",earthquake,,,,7,reviewed,us,us
1992-12-14T20:40:49.340Z,-8.319,122.645,33,4.9,mb,,,,1.4,us,usp0005ja1,2014-11-07T00:52:02.711Z,"58 km NE of Maumere, Indonesia",earthquake,,,,2,reviewed,us,us
1992-12-14T19:57:49.480Z,-8.205,107.169,33,5,mb,,,,1.4,us,usp0005j9z,2014-11-07T00:52:02.706Z,"115 km SSW of Banjar, Indonesia",earthquake,,,,4,reviewed,us,us
1992-12-14T18:00:35.330Z,1.022,122.427,33,4.6,mb,,,,1.2,us,usp0005j9u,2014-11-07T00:52:02.671Z,"88 km NW of Gorontalo, Indonesia",earthquake,,,,5,reviewed,us,us
1992-12-14T17:43:02.680Z,3.523,126.722,90.1,4.7,mb,,,,1.1,us,usp0005j9s,2014-11-07T00:52:02.667Z,"244 km NW of Tobelo, Indonesia",earthquake,,17.8,,9,reviewed,us,us
1992-12-14T13:47:03.210Z,-9.778,122.718,95.6,4.8,mb,,,,1.4,us,usp0005j9j,2014-11-07T00:52:02.650Z,"106 km WNW of Kupang, Indonesia",earthquake,,19.2,,1,reviewed,us,us
1992-12-14T02:16:17.200Z,-8.993,121.923,33,4.5,mb,,,,1.4,us,usp0005j93,2014-11-07T00:52:02.555Z,"33 km ESE of Ende, Indonesia",earthquake,,,,1,reviewed,us,us
1992-12-13T22:10:17.940Z,-8.423,122.691,33,4.6,mb,,,,1.6,us,usp0005j8w,2014-11-07T00:52:02.537Z,"57 km ENE of Maumere, Indonesia",earthquake,,,,6,reviewed,us,us
1992-12-13T19:01:18.580Z,2.888,125.144,190.6,4.8,mb,,,,1.3,us,usp0005j8m,2014-11-07T00:52:02.497Z,"155 km N of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,,,32,reviewed,us,us
1992-12-13T18:51:02.290Z,-9.072,123.099,33,4.4,mb,,,,0.7,us,usp0005j8k,2014-11-07T00:52:02.494Z,"93 km NW of Naisano Dua, Indonesia",earthquake,,,,1,reviewed,us,us
1992-12-13T17:33:36.990Z,-8.777,122.037,33,4.8,mb,,,,1.3,us,usp0005j8j,2014-11-07T00:52:02.492Z,"25 km SW of Maumere, Indonesia",earthquake,,,,1,reviewed,us,us
1992-12-13T09:03:30.170Z,-8.95,123.473,33,4.2,mb,,,,1,us,usp0005j82,2014-11-07T00:52:02.448Z,"78 km NNW of Naisano Dua, Indonesia",earthquake,,,,2,reviewed,us,us
1992-12-13T04:51:54.330Z,-8.408,122.068,33,4.6,mb,,,,1.3,us,usp0005j7q,2014-11-07T00:52:02.422Z,"28 km NW of Maumere, Indonesia",earthquake,,,,2,reviewed,us,us
1992-12-13T04:15:06.210Z,-8.552,121.985,33,4.7,mb,,,,1.1,us,usp0005j7k,2014-11-07T00:52:02.413Z,"25 km WNW of Maumere, Indonesia",earthquake,,,,3,reviewed,us,us
1992-12-13T02:30:37.240Z,-9.614,122.063,33,4.7,mb,,,,0.9,us,usp0005j7g,2014-11-07T00:52:02.406Z,"95 km SSE of Ende, Indonesia",earthquake,,,,2,reviewed,us,us
1992-12-13T02:20:28.940Z,-8.714,123.114,33,4.4,mb,,,,1.4,us,usp0005j7f,2014-11-07T00:52:02.405Z,"99 km E of Maumere, Indonesia",earthquake,,,,1,reviewed,us,us
1992-12-12T23:36:36.190Z,-8.235,122.681,33,5,mb,,,,1.1,us,usp0005j79,2014-11-07T00:52:02.390Z,"67 km NE of Maumere, Indonesia",earthquake,,,,12,reviewed,us,us
1992-12-12T22:41:34.490Z,-8.152,122.714,33,5,mb,,,,1.3,us,usp0005j77,2014-11-07T00:52:02.381Z,"75 km NE of Maumere, Indonesia",earthquake,,,,19,reviewed,us,us
1992-12-12T22:36:44.940Z,-8.069,123.053,33,4.5,mb,,,,1,us,usp0005j76,2014-11-07T00:52:02.378Z,"110 km ENE of Maumere, Indonesia",earthquake,,,,2,reviewed,us,us
1992-12-12T22:23:48.160Z,-8.318,122.55,20.8,5.4,mb,,,,1.3,us,usp0005j75,2022-04-28T18:25:39.884Z,"50 km NE of Maumere, Indonesia",earthquake,,,,37,reviewed,us,us
1992-12-12T22:15:24.210Z,-8.816,118.244,33,4.8,mb,,,,1.7,us,usp0005j74,2014-11-07T00:52:02.352Z,"39 km SW of Dompu, Indonesia",earthquake,,,,4,reviewed,us,us
1992-12-12T21:57:26.870Z,-8.077,122.747,19.8,4.8,mb,,,,1.3,us,usp0005j73,2014-11-07T00:52:02.348Z,"84 km NE of Maumere, Indonesia",earthquake,,,,8,reviewed,us,us
1992-12-12T21:43:10.000Z,-8.483,121.964,22.6,5.4,mw,,,,1.3,us,usp0005j72,2022-04-28T18:25:38.545Z,"31 km WNW of Maumere, Indonesia",earthquake,,,,,reviewed,us,hrv
1992-12-12T21:20:35.390Z,-8.335,122.396,33,4.7,mb,,,,1.4,us,usp0005j70,2014-11-07T00:52:02.272Z,"37 km NNE of Maumere, Indonesia",earthquake,,,,9,reviewed,us,us
1992-12-12T19:19:18.370Z,-8.531,122.145,33,5.1,mb,,,,1.2,us,usp0005j6w,2014-11-07T00:52:02.253Z,"12 km NW of Maumere, Indonesia",earthquake,,,,27,reviewed,us,us
1992-12-12T17:15:17.430Z,-8.753,122.149,33,4.9,mb,,,,1.1,us,usp0005j6r,2014-11-07T00:52:02.245Z,"16 km SSW of Maumere, Indonesia",earthquake,,,,5,reviewed,us,us
1992-12-12T16:58:40.700Z,-8.62,122.373,33,4.5,mb,,,,1.2,us,usp0005j6n,2014-11-07T00:52:02.240Z,"17 km E of Maumere, Indonesia",earthquake,,,,3,reviewed,us,us
1992-12-12T16:42:18.290Z,-8.474,122.071,33,5,mb,,,,0.8,us,usp0005j6k,2014-11-07T00:52:02.235Z,"22 km NW of Maumere, Indonesia",earthquake,,,,11,reviewed,us,us
1992-12-12T14:54:23.150Z,-8.374,122.198,33,5.2,mb,,,,1.2,us,usp0005j6b,2014-11-07T00:52:02.211Z,"27 km N of Maumere, Indonesia",earthquake,,,,27,reviewed,us,us
1992-12-12T14:45:14.450Z,-8.399,122.412,33,4.7,mb,,,,1.1,us,usp0005j6a,2014-11-07T00:52:02.208Z,"32 km NE of Maumere, Indonesia",earthquake,,,,6,reviewed,us,us
1992-12-12T13:43:36.120Z,-8.604,121.997,33,4.3,mb,,,,0.8,us,usp0005j66,2014-11-07T00:52:02.182Z,"23 km W of Maumere, Indonesia",earthquake,,,,2,reviewed,us,us
1992-12-12T12:30:02.000Z,-8.373,122.405,20.1,5.2,mb,,,,1.3,us,usp0005j64,2014-11-07T00:52:02.166Z,"34 km NE of Maumere, Indonesia",earthquake,,,,30,reviewed,us,us
1992-12-12T12:13:45.070Z,-8.626,122.221,33,4.4,mb,,,,1,us,usp0005j61,2014-11-07T00:52:02.161Z,"1 km ESE of Maumere, Indonesia",earthquake,,,,1,reviewed,us,us
1992-12-12T11:05:57.940Z,-10.35,122.693,33,4.4,mb,,,,0.8,us,usp0005j5y,2014-11-07T00:52:02.156Z,"102 km W of Kupang, Indonesia",earthquake,,,,1,reviewed,us,us
1992-12-12T10:36:48.050Z,-8.387,122.568,33,5,mb,,,,1.4,us,usp0005j5x,2014-11-07T00:52:02.153Z,"46 km ENE of Maumere, Indonesia",earthquake,,,,5,reviewed,us,us
1992-12-12T10:30:49.210Z,-8.218,122.603,33,4.4,mb,,,,1.6,us,usp0005j5u,2014-11-07T00:52:02.149Z,"61 km NE of Maumere, Indonesia",earthquake,,,,3,reviewed,us,us
1992-12-12T09:21:10.200Z,-8.667,122.246,33,4.6,mb,,,,0.4,us,usp0005j5s,2014-11-07T00:52:02.134Z,"6 km SE of Maumere, Indonesia",earthquake,,,,3,reviewed,us,us
1992-12-12T09:04:05.680Z,-9.555,122.352,33,5,mb,,,,1.1,us,usp0005j5r,2014-11-07T00:52:02.132Z,"104 km S of Maumere, Indonesia",earthquake,,,,11,reviewed,us,us
1992-12-12T08:50:14.780Z,-8.461,122.249,33,4.8,mb,,,,0.7,us,usp0005j5q,2014-11-07T00:52:02.130Z,"18 km NNE of Maumere, Indonesia",earthquake,,,,4,reviewed,us,us
1992-12-12T08:11:14.160Z,-8.834,122.318,33,5,mb,,,,1.1,us,usp0005j5p,2014-11-07T00:52:02.127Z,"26 km SSE of Maumere, Indonesia",earthquake,,,,6,reviewed,us,us
1992-12-12T07:58:23.850Z,-8.324,122.395,26.4,5,mb,,,,1.1,us,usp0005j5n,2014-11-07T00:52:02.122Z,"38 km NNE of Maumere, Indonesia",earthquake,,,,10,reviewed,us,us
1992-12-12T07:51:31.960Z,-8.533,122.19,33,5,mb,,,,1.3,us,usp0005j5m,2014-11-07T00:52:02.120Z,"9 km NNW of Maumere, Indonesia",earthquake,,,,5,reviewed,us,us
1992-12-12T07:32:33.240Z,-8.447,122.066,26.3,5,mb,,,,1.2,us,usp0005j5k,2014-11-07T00:52:02.116Z,"24 km NW of Maumere, Indonesia",earthquake,,,,15,reviewed,us,us
1992-12-12T07:01:32.120Z,-8.188,122.84,33,5.1,mb,,,,1,us,usp0005j5j,2014-11-07T00:52:02.114Z,"84 km NE of Maumere, Indonesia",earthquake,,,,10,reviewed,us,us
1992-12-12T06:38:29.490Z,-8.517,121.928,20.8,6.1,mb,,,,1.1,us,usp0005j5f,2022-05-09T19:15:00.805Z,"33 km WNW of Maumere, Indonesia",earthquake,,,,67,reviewed,us,us
1992-12-12T06:31:37.210Z,-8.383,121.796,33,5.4,mb,,,,1.2,us,usp0005j5d,2014-11-07T00:52:02.079Z,"52 km WNW of Maumere, Indonesia",earthquake,,,,14,reviewed,us,us
1992-12-12T05:43:47.400Z,-8.52,122.002,20.6,5.7,mb,,,,1.6,us,usp0005j5c,2020-08-29T01:59:32.756Z,"25 km WNW of Maumere, Indonesia",earthquake,,,,8,reviewed,us,us
1992-12-12T05:29:26.350Z,-8.48,121.896,27.7,7.8,mw,,,,1.4,us,usp0005j5a,2022-04-28T18:25:34.047Z,"37 km WNW of Maumere, Indonesia",earthquake,,,,,reviewed,us,hrv
1992-12-11T21:18:53.720Z,-8.144,120.918,168.9,4.8,mb,,,,0.9,us,usp0005j4p,2014-11-07T00:52:01.935Z,"71 km NE of Ruteng, Indonesia",earthquake,,11.2,,6,reviewed,us,us
1992-12-10T22:31:34.740Z,5.197,126.177,33,4.4,mb,,,,1.5,us,usp0005j2s,2014-11-07T00:52:01.713Z,"82 km ESE of Sarangani, Philippines",earthquake,,,,6,reviewed,us,us
1992-12-10T18:09:49.540Z,-6.358,129.813,261.7,4.4,mb,,,,1.3,us,usp0005j2g,2014-11-07T00:52:01.697Z,"Banda Sea",earthquake,,25.8,,1,reviewed,us,us
1992-12-09T09:54:09.070Z,-3.147,139.195,33,4.9,mb,,,,0.9,us,usp0005j0v,2014-11-07T00:52:01.544Z,"171 km WSW of Abepura, Indonesia",earthquake,,,,5,reviewed,us,us
1992-12-09T02:23:07.460Z,-0.25,124.636,74.9,4.7,mb,,,,1.1,us,usp0005j07,2014-11-07T00:52:01.441Z,"174 km S of Tomohon, Indonesia",earthquake,,8.5,,10,reviewed,us,us
1992-12-08T13:17:47.880Z,2.665,128.605,229.2,4.7,mb,,,,1,us,usp0005hzg,2014-11-07T00:52:01.331Z,"122 km NNE of Tobelo, Indonesia",earthquake,,9,,7,reviewed,us,us
1992-12-08T12:00:09.650Z,1.3,125.665,89.9,4.9,mb,,,,1,us,usp0005hza,2014-11-07T00:52:01.103Z,"79 km ESE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,6.9,,8,reviewed,us,us
1992-12-08T04:08:29.080Z,3.443,125.816,102.2,5.3,mw,,,,1.1,us,usp0005hyn,2016-11-10T00:09:38.231Z,"220 km S of Sarangani, Philippines",earthquake,,5.8,,,reviewed,us,hrv
1992-12-07T22:50:29.270Z,-6.963,104.544,36.5,5,mb,,,,0.8,us,usp0005hyb,2014-11-07T00:52:00.918Z,"156 km WSW of Labuan, Indonesia",earthquake,,,,11,reviewed,us,us
1992-12-07T16:48:44.470Z,-10.596,123.501,33,4,mb,,,,0.8,us,usp0005hy4,2014-11-07T00:52:00.897Z,"48 km SSW of Kupang, Indonesia",earthquake,,,,1,reviewed,us,us
